#Chr	start	end	gene_name	is_protein_coding	is_reverse_strand	hi_index	p_li
1	153901977	153919172	DENND4B	True	True	41.4952490341	0.99098
1	156117157	156147543	SEMA4A	True	False	53.0489714942	1.8394e-05
1	161192082	161193421	APOA2	True	True	54.8501618461	0.0448
1	230838269	230850043	AGT	True	True	59.533256761	4.9706e-08
1	115259534	115301297	CSDE1	True	True	7.60676621071	1
1	45187458	45187574	RNU5F-1	False	True	0.0	0.0
1	173009100	173020103	TNFSF18	True	True	87.480421844	0.00019152
1	168148171	168169950	TIPRL	True	False	25.117468936	0.95372
1	205350506	205425082	LEMD1	True	True	93.5261564164	3.3433e-06
1	228768378	228768496	RNA5S11	False	True	0.0	0.0
1	228766137	228766255	RNA5S10	False	True	0.0	0.0
1	228772843	228772961	RNA5S13	False	True	0.0	0.0
1	228770618	228770736	RNA5S12	False	True	0.0	0.0
1	228777315	228777433	RNA5S15	False	True	0.0	0.0
1	228775084	228775202	RNA5S14	False	True	0.0	0.0
1	228781787	228781905	RNA5S17	False	True	0.0	0.0
1	228779556	228779674	RNA5S16	False	True	0.0	0.0
1	104112175	104113296	ACTG1P4	False	False	0.0	0.0
1	246935139	246993361	KIF28P	False	True	0.0	0.0
1	112223252	112298446	FAM212B	True	True	0.0	0.0079857
1	26737269	26756213	LIN28A	True	False	13.8352302391	0.019369
1	149909705	149982625	OTUD7B	True	True	29.5760676621	0.011339
1	27527325	27527964	CHCHD3P3	False	True	0.0	0.0
1	185703683	186160085	HMCN1	True	False	29.4559883053	3.6259e-38
1	93112605	93113187	HMGB3P9	False	True	0.0	0.0
1	45792545	45794347	HPDL	True	False	71.9066513522	2.2634e-05
1	40157854	40229586	PPIE	True	False	38.4306150151	0.72832
1	26856252	26901521	RPS6KA1	True	False	11.9766106296	0.0019056
1	223877753	223877816	RNU6-1248P	False	False	0.0	0.0
1	210856555	211307457	KCNH1	True	True	22.5331523442	0.50459
1	108815565	108918572	SLC25A24P1	False	False	0.0	0.0
1	20852482	20853244	RPS4XP4	False	False	0.0	0.0
1	53460398	53461698	TUBBP10	False	False	0.0	0.0
1	168873143	169056243	LINC00970	False	True	0.0	0.0
1	168195176	168222263	SFT2D2	True	False	60.7914795865	0.011062
1	112190913	112192166	KRT18P57	False	True	0.0	0.0
1	232358612	232358891	RN7SL299P	False	False	0.0	0.0
1	76252757	76252835	SNORD45C	False	False	0.0	0.0
1	76255162	76255233	SNORD45B	False	False	0.0	0.0
1	76253574	76253657	SNORD45A	False	False	0.0	0.0
1	67873493	67896098	SERBP1	True	True	10.6714002297	0.99635
1	65558075	65558297	MRPS21P1	False	True	0.0	0.0
1	197332947	197333208	MRPS21P3	False	False	0.0	0.0
1	157830987	157831250	MRPS21P2	False	False	0.0	0.0
1	154990996	155006257	DCST2	True	True	70.8833663987	1.8188e-12
1	155006300	155023406	DCST1	True	False	65.0934530646	1.2681e-19
1	28586038	28609002	SESN2	True	False	25.5977863632	4.1912e-07
1	150240600	150253327	C1orf54	True	False	73.4259162577	0.0002318
1	150618701	150669630	GOLPH3L	True	True	25.2323274512	1.2615e-05
1	200023189	200023293	RNU6-570P	False	False	0.0	0.0
1	179152869	179153682	SETP10	False	False	0.0	0.0
1	153084590	153085991	SPRR2F	True	True	84.441892033	0.08518
1	5922871	6052533	NPHP4	True	True	68.3303748564	1.743e-29
1	63989043	64038364	EFCAB7	True	False	36.1073405033	2.6115e-17
1	28835071	28835274	SNORA73B	False	False	0.0	0.0
1	70876901	70905534	CTH	True	False	52.8140336222	7.482e-08
1	60198899	60198968	MIR4711	False	True	0.0	0.0
1	11126675	11159938	EXOSC10	True	True	49.5666701472	1.9676e-14
1	118406107	118472253	GDAP2	True	True	37.2246006056	1.4591e-09
1	228294380	228297013	MRPL55	True	True	85.5800355017	0.02414
1	228270361	228286912	ARF1	True	False	17.1139187637	0.89967
1	154947129	154951725	CKS1B	True	False	3.02286728621	0.4314
1	38022520	38032458	DNALI1	True	False	31.0222407852	4.1201e-11
1	47433351	47433546	CYP4A26P	False	True	0.0	0.0
1	230193536	230417870	GALNT2	True	False	43.6201315652	0.0084175
1	188663451	188664242	RPS3AP9	False	False	0.0	0.0
1	64494566	64494672	RNU6-809P	False	True	0.0	0.0
1	154311219	154311278	RNU7-57P	False	False	0.0	0.0
1	44398992	44402913	ARTN	True	False	75.2114440848	0.35793
1	43855553	43918321	SZT2	True	False	34.5828547562	2.3263e-14
1	228284964	228285042	MIR3620	False	False	0.0	0.0
1	166882443	166944719	ILDR2	True	True	45.5831680067	0.95385
1	162312336	162312430	MIR556	False	False	0.0	0.0
1	159804264	159825137	C1orf204	True	True	0.0	1.2953e-08
1	161511549	161600917	FCGR3A	True	True	92.4297796805	3.6955e-06
1	168344762	168344859	MIR557	False	False	0.0	0.0
1	23707554	23751233	TCEA3	True	True	48.0056385089	0.0045078
1	109358520	109506106	AKNAD1	True	True	88.3470815495	3.6153e-23
1	173469603	173572233	SLC9C2	True	True	79.1740628589	0.00019485
1	6581407	6614595	NOL9	True	True	84.3949044586	0.008884
1	564442	564813	MTND1P23	False	False	0.0	0.0
1	19638820	19655794	PQLC2	True	False	0.0	6.3479e-05
1	160246602	160256138	PEX19	True	True	29.4246632557	0.0003188
1	115379848	115394074	NR1H5P	False	False	0.0	0.0
1	158532441	158533394	OR6P1	True	True	75.561240472	5.8864e-05
1	97859710	97885697	DPYD-IT1	False	True	0.0	0.0
1	178994939	179045697	FAM20B	True	False	17.5002610421	3.8916e-06
1	40627045	40706593	RLF	True	False	20.7893912499	1
1	68297986	68668670	GNG12-AS1	False	False	0.0	0.0
1	65450291	65451770	SLC2A3P2	False	True	0.0	0.0
1	160121360	160156767	ATP1A4	True	False	59.8360655738	2.1395e-20
1	160085549	160113381	ATP1A2	True	False	25.4672653232	0.00018093
1	116915290	116952883	ATP1A1	True	False	33.710974209	1
1	166635122	166651433	FMO10P	False	False	0.0	0.0
1	22379120	22419437	CDC42	True	False	0.485538268769	0.78728
1	168664697	168698502	DPT	True	True	20.8624830323	4.2743e-06
1	44412611	44433694	IPO13	True	False	17.2757648533	0.99998
1	147857985	147858119	RNU1-135P	False	True	0.0	0.0
1	26674956	26675210	RN7SL490P	False	True	0.0	0.0
1	226073982	226099082	LEFTY1	True	True	73.2118617521	9.6756e-13
1	34326076	34330392	HMGB4	True	False	83.763182625	0.004348
1	89445139	89458643	RBMXL1	True	True	86.2326407017	0.029284
1	35729823	35730083	RN7SL136P	False	True	0.0	0.0
1	119669162	119669914	RPS3AP12	False	True	0.0	0.0
1	31567834	31568405	SEPW1P	False	True	0.0	0.0
1	153302596	153321316	PGLYRP4	True	True	82.9539521771	2.9387e-15
1	100174259	100232187	FRRS1	True	True	61.4754098361	2.9703e-09
1	143673129	143673290	RNU1-13P	False	True	0.0	0.0
1	169691781	169733846	SELE	True	True	53.8895269918	7.9058e-10
1	192286122	192336415	RGS21	True	False	15.2396366294	3.8018e-05
1	97543299	98386605	DPYD	True	True	1.81163203508	3.3686e-22
1	213165524	213189168	ANGEL2	True	True	29.9154223661	5.565e-06
1	182376756	182383950	LINC00272	False	False	0.0	0.0
1	209441143	209441568	ATP5G2P1	False	True	0.0	0.0
1	204100190	204121307	ETNK2	True	True	42.3775712645	9.808e-07
1	26688125	26701013	ZNF683	True	True	88.1486895688	1.1234e-07
1	158801107	158819296	MNDA	True	False	95.7920016707	3.0917e-17
1	38158090	38175391	CDCA8	True	False	22.5122689778	0.0071651
1	7903143	7913572	UTS2	True	True	80.5523650412	0.031612
1	160648536	160681641	CD48	True	True	97.4417876162	1.7302e-05
1	150229554	150237478	CA14	True	False	49.2586404928	5.9231e-16
1	151254094	151264656	ZNF687	True	False	54.8449410045	0.67013
1	63249806	63331184	ATG4C	True	False	4.58911976611	4.674e-17
1	42506268	42507400	HNRNPFP1	False	False	0.0	0.0
1	156905923	156906036	MIR765	False	True	0.0	0.0
1	74663896	74699770	FPGT	True	False	47.1285371202	1.1532e-10
1	66560144	66560229	RNU4-88P	False	True	0.0	0.0
1	52302013	52302082	MIR761	False	True	0.0	0.0
1	41407923	41408187	UBE2V1P8	False	True	0.0	0.0
1	15931077	15931538	CHCHD2P6	False	False	0.0	0.0
1	119874020	119874148	RNU1-75P	False	True	0.0	0.0
1	94386824	94387223	CHCHD2P5	False	True	0.0	0.0
1	242187251	242187356	RNU6-1139P	False	True	0.0	0.0
1	55107459	55207981	MROH7-TTC4	True	False	0.0	0.0
1	43489220	43489308	RNU6-870P	False	True	0.0	0.0
1	98453556	98515419	MIR137HG	False	True	0.0	0.0
1	6684926	6695646	THAP3	True	False	78.5632243918	0.0072819
1	156030951	156040295	RAB25	True	False	37.6318262504	1.1227e-07
1	196621008	196716634	CFH	True	False	73.4363579409	0.86061
1	38268616	38273857	YRDC	True	True	53.456197139	0.0021751
1	67278568	67390570	WDR78	True	True	0.0	4.2723e-17
1	112396384	112399527	KCND3-IT1	False	True	0.0	0.0
1	26845845	26846741	DPPA2P2	False	True	0.0	0.0
1	182951347	182951453	RNU6-41P	False	True	0.0	0.0
1	208870714	208871043	RPS26P13	False	True	0.0	0.0
1	111982512	111991998	WDR77	True	True	23.9949879921	0.0002454
1	228581374	228594541	TRIM11	True	True	76.9499843375	0.91729
1	228194752	228248961	WNT3A	True	False	1.30521039992	0.96491
1	27668513	27680421	SYTL1	True	False	58.7710138874	1.1697e-12
1	228595641	228604562	TRIM17	True	True	79.9154223661	8.3141e-08
1	247002400	247095280	AHCTF1	True	True	52.5582123838	1
1	23337327	23342343	C1orf234	True	True	0.0	0.0076505
1	1533392	1535476	C1orf233	True	True	0.0	0.11948
1	186280957	186281060	RNU6-1240P	False	True	0.0	0.0
1	158389718	158390656	OR10K2	True	True	77.3624308238	2.7284e-06
1	158435272	158436344	OR10K1	True	False	70.7476245171	0.31356
1	111743393	111786062	CHI3L2	True	False	78.8033831054	5.8477e-15
1	203148059	203155877	CHI3L1	True	True	63.146079148	1.1133e-05
1	150293925	150325671	PRPF3	True	False	11.6111517177	1
1	163038565	163046592	RGS4	True	False	27.0178552783	5.1409e-08
1	25104364	25104470	RNU6-1208P	False	True	0.0	0.0
1	39769966	39770570	HSPE1P8	False	True	0.0	0.0
1	163080911	163291577	RGS5	True	True	31.1579826668	7.0956e-05
1	32697259	32707221	MTMR9LP	False	True	0.0	0.0
1	203872851	203873147	HSPE1P6	False	True	0.0	0.0
1	181003067	181031074	MR1	True	False	82.2282551947	4.9023e-18
1	213991094	214160973	PROX1-AS1	False	True	0.0	0.0
1	40942887	40962015	ZFP69	True	False	64.957711183	1.5454e-08
1	152627953	152629280	LINC00302	False	False	0.0	0.0
1	204001575	204010393	LINC00303	False	True	0.0	0.0
1	156711899	156736717	HDGF	True	True	50.5847342592	0.27272
1	40723779	40759856	ZMPSTE24	True	False	19.0195259476	8.8702e-16
1	54649714	54691137	MRPL37	True	False	51.1224809439	1.3929e-08
1	235901305	235902289	LDHAP2	False	False	0.0	0.0
1	55222571	55230187	PARS2	True	True	58.5204134907	0.0041217
1	226124298	226129189	LEFTY2	True	True	53.090738227	0.00029307
1	169818772	169863408	SCYL3	True	True	64.5609272215	0.28151
1	93307724	93427057	FAM69A	True	True	0.0	0.58405
1	79986765	79987888	ADH5P2	False	False	0.0	0.0
1	240333455	240334591	ADH5P3	False	False	0.0	0.0
1	248457918	248458880	OR2T12	True	True	97.2538373186	0.0
1	249132409	249143716	ZNF672	True	False	86.7181789704	0.076604
1	154267979	154268077	RNU6-239P	False	False	0.0	0.0
1	110009180	110024759	SYPL2	True	False	23.1961992273	1.8911e-05
1	151313116	151319833	RFX5	True	True	29.6648219693	1.9605e-11
1	247108849	247242113	ZNF670	True	True	93.583585674	0.00034522
1	39351479	39407471	RHBDL2	True	True	59.324423097	8.9365e-08
1	174128548	174964445	RABGAP1L	True	False	10.6087501305	0.00010938
1	113168528	113168846	MRPL53P1	False	True	0.0	0.0
1	228353516	228369958	IBA57	True	False	80.9021614284	0.0083921
1	53219994	53220134	RNU2-30P	False	False	0.0	0.0
1	119957554	119965658	HSD3B2	True	False	79.5812885037	7.176e-08
1	157061836	157069600	ETV3L	True	True	67.7247572309	6.196e-08
1	100652475	100715390	DBT	True	True	14.9420486582	1.0467e-05
1	116378998	116386538	NHLH2	True	True	24.4074344784	0.57964
1	117637265	117637350	MIR942	False	False	0.0	0.0
1	21487968	21488574	HSPE1P27	False	False	0.0	0.0
1	78319040	78319578	HSPE1P25	False	False	0.0	0.0
1	10955818	10956055	HSPE1P24	False	False	0.0	0.0
1	246484965	246485740	SMYD3-IT1	False	True	0.0	0.0
1	32479430	32526451	KHDRBS1	True	False	11.9400647384	0.99423
1	31882412	31907525	SERINC2	True	False	64.9785945494	3.9153e-13
1	26496362	26498551	ZNF593	True	False	43.922940378	0.00066476
1	120395939	120396371	PFN1P9	False	False	0.0	0.0
1	146392310	146392852	PFN1P8	False	True	0.0	0.0
1	159246293	159247282	MPTX1	False	False	0.0	0.0
1	20959948	20978004	PINK1	True	False	41.9024746789	1.8749e-10
1	144612266	144612683	PFN1P2	False	True	0.0	0.0
1	43849588	43855479	MED8	True	True	9.68988200898	2.844e-06
1	148574653	148575051	PFN1P7	False	True	0.0	0.0
1	148736689	148737087	PFN1P6	False	True	0.0	0.0
1	146059926	146060343	PFN1P5	False	False	0.0	0.0
1	104159999	104168402	AMY2A	True	False	80.3591939021	8.5411e-12
1	37669211	37669317	RNU6-636P	False	False	0.0	0.0
1	40361098	40367928	MYCL	True	True	22.653231701	0.11551
1	70385005	70386000	PIN1P1	False	False	0.0	0.0
1	27537756	27537975	SNRPEP7	False	False	0.0	0.0
1	40420802	40435638	MFSD2A	True	False	40.6651352198	0.011025
1	155389188	155389291	RNU6-1297P	False	False	0.0	0.0
1	2357419	2436969	PLCH2	True	False	70.3456197139	9.8345e-16
1	179334855	179523870	AXDND1	True	False	75.1905607184	4.3137e-26
1	6845384	7829766	CAMTA1	True	False	2.21363683826	1
1	209929377	209955668	TRAF3IP3	True	False	55.6907173436	2.1912e-12
1	247920676	247921982	OR1C1	True	True	88.7699697191	0.057434
1	150459887	150480078	TARS2	True	False	55.6176255612	1.2185e-12
1	152943142	152945050	SPRR4	True	False	69.5155058996	0.038928
1	152974223	152976332	SPRR3	True	False	94.9775503811	0.28051
1	26126667	26144713	SEPN1	True	False	0.0	9.7863e-10
1	150995222	150995328	RNU6-884P	False	True	0.0	0.0
1	41492872	41707826	SCMH1	True	True	17.8604991125	8.6107e-06
1	32117848	32169920	COL16A1	True	True	41.5317949253	2.9031e-24
1	110292702	110306649	EPS8L3	True	True	78.1194528558	9.2378e-14
1	249206889	249206994	RNU6-1205P	False	True	0.0	0.0
1	49839873	49937757	AGBL4-IT1	False	True	0.0	0.0
1	35258599	35261348	GJA4	True	False	48.0735094497	0.055777
1	147228332	147245484	GJA5	True	True	8.61960948105	0.017871
1	147374946	147381393	GJA8	True	False	52.9132296126	0.002205
1	39330175	39347289	GJA9	True	True	74.6580348752	4.6528e-12
1	223547164	223547266	RNU4-57P	False	False	0.0	0.0
1	1846266	1848735	CALML6	True	False	86.1960948105	2.6089e-08
1	201857808	201861434	SHISA4	True	False	53.273467683	0.0009272
1	156433519	156470620	MEF2D	True	True	11.762556124	0.99705
1	114119379	114119521	MTND5P20	False	True	0.0	0.0
1	173833038	173838020	GAS5	False	True	0.0	0.0
1	50871102	50871696	FCF1P6	False	True	0.0	0.0
1	243430559	243431421	FCF1P7	False	True	0.0	0.0
1	225997794	226033260	EPHX1	True	False	56.8967317532	3.2154e-09
1	59031301	59031604	RN7SL713P	False	True	0.0	0.0
1	145413095	145417545	HFE2	True	False	0.0	0.0042363
1	92495539	92529093	EPHX4	True	False	30.0563850893	1.2908e-05
1	70726271	70820417	ANKRD13C	True	True	23.0395739793	0.99793
1	43198764	43205925	CLDN19	True	True	48.3606557377	0.0049681
1	110158726	110174673	AMPD2	True	False	38.5924611047	4.5084e-07
1	115215719	115238239	AMPD1	True	True	34.7447008458	4.3437e-20
1	222841355	222886552	AIDA	True	True	14.1119348439	0.00015469
1	45316450	45452282	EIF2B3	True	True	14.4095228151	0.56695
1	33979609	34631443	CSMD2	True	True	21.1078625874	1
1	202163029	202288909	LGR6	True	False	47.9012216769	2.9439e-06
1	145438469	145442635	TXNIP	True	False	17.6098987157	0.15918
1	29445940	29450447	TMEM200B	True	True	51.3156520831	0.0018333
1	244558278	244558962	TGIF2P1	False	True	0.0	0.0
1	178060643	178063119	RASAL2-AS1	False	True	0.0	0.0
1	145209119	145291972	NOTCH2NL	True	False	0.0	0.60972
1	693613	693716	RNU6-1199P	False	True	0.0	0.0
1	36771988	36790484	SH3D21	True	False	87.7727889736	8.7925e-12
1	222910549	222924147	FAM177B	True	False	75.1331314608	4.6111e-05
1	205111632	205180727	DSTYK	True	True	25.9580244335	0.51262
1	198828173	198828282	MIR181A1	False	True	0.0	0.0
1	46669006	46686933	LURAP1	True	False	46.9719118722	0.011822
1	228761656	228761774	RNA5S8	False	True	0.0	0.0
1	204586298	204654861	LRRN2	True	True	42.3566878981	0.7805
1	203444956	203460480	PRELP	True	False	47.6871671713	4.7067e-05
1	92145902	92371892	TGFBR3	True	True	19.6042602067	0.0030577
1	28696114	28826881	PHACTR4	True	False	45.8755351363	2.8359e-06
1	25071848	25170815	CLIC4	True	False	15.3022867286	0.0010866
1	54598747	54619443	CDCP2	True	True	61.6320350841	9.4718e-11
1	149900543	149908791	MTMR11	True	True	38.9109324423	4.7707e-23
1	196946667	196978804	CFHR5	True	False	98.2040304897	9.2591e-33
1	53099016	53135355	FAM159A	True	False	0.0	5.1161e-05
1	85109390	85156486	SSX2IP	True	True	34.311370993	2.307e-09
1	11539223	11597641	PTCHD2	True	False	0.0	3.626e-08
1	145149740	145149840	RNU6-1071P	False	True	0.0	0.0
1	13801445	13840543	LRRC38	True	True	51.1538059935	0.14423
1	100614409	100643771	LRRC39	True	True	42.3201420069	0.00023447
1	207217194	207226325	YOD1	True	True	30.9021614284	0.1348
1	12040238	12073571	MFN2	True	False	12.0705857784	0.99415
1	240177648	240638489	FMN2	True	False	13.1408583064	0.99772
1	237284107	237284409	RN7SKP195	False	False	0.0	0.0
1	11734537	11751707	MAD2L2	True	True	5.38790853086	0.082082
1	120428927	120429550	NOTCH2P1	False	False	0.0	0.0
1	24069645	24088549	TCEB3	True	False	0.0	1
1	173446405	173457946	PRDX6	True	False	30.9752532108	4.8237e-05
1	101736431	101736919	PPIAP7	False	True	0.0	0.0
1	220373888	220374018	SNORA36B	False	True	0.0	0.0
1	151132224	151138424	LYSMD1	True	True	48.6008144513	0.017805
1	45976708	45988719	PRDX1	True	True	6.01963036441	7.6959e-10
1	955503	991496	AGRN	True	False	71.1287459538	5.4727e-07
1	248031277	248060449	OR2W3	True	False	77.3833141902	0.00010132
1	231664399	231954990	TSNAX-DISC1	True	False	0.0	0.0
1	16345370	16360545	CLCNKA	True	False	75.8901534927	4.6206e-17
1	16370272	16383803	CLCNKB	True	False	71.8492220946	1.4025e-22
1	28020242	28020346	RNU6-424P	False	False	0.0	0.0
1	50307493	50312072	ZNF859P	False	False	0.0	0.0
1	146490895	146596107	NBPF13P	False	True	0.0	0.0
1	149215166	149215300	RNU1-92P	False	True	0.0	0.0
1	26213851	26214101	SNRPFP2	False	False	0.0	0.0
1	51847980	51848086	RNU6-877P	False	False	0.0	0.0
1	147486649	147486815	RNU1-129P	False	True	0.0	0.0
1	12251770	12251830	MIR4632	False	False	0.0	0.0
1	82022806	82023517	MED28P8	False	True	0.0	0.0
1	197008321	197036397	F13B	True	True	74.1463923985	8.9128e-10
1	201434620	201438365	PHLDA3	True	True	52.8975670878	0.25036
1	19934608	19935062	RPS14P3	False	False	0.0	0.0
1	48015868	48016425	ATP6V0E1P4	False	False	0.0	0.0
1	153631130	153634306	SNAPIN	True	False	33.4133862379	0.0015332
1	44171495	44396831	ST3GAL3	True	False	23.4102537329	0.0025598
1	161551101	161648444	FCGR2B	True	False	85.016184609	0.45637
1	17066768	17299474	CROCC	True	False	54.6987574397	1.2656e-24
1	161475220	161493803	FCGR2A	True	False	80.6150151404	2.0054e-06
1	148739443	148758311	NBPF16	True	False	96.5542445442	1.5992e-05
1	148555979	148596267	NBPF15	True	False	96.5542445442	6.0603e-07
1	148003642	148025863	NBPF14	True	True	96.3297483554	3.0119e-36
1	146373546	146467744	NBPF12	True	False	94.6016497859	1.2675e-15
1	146032647	146082765	NBPF11	True	True	96.6691030594	0.0011126
1	808672	809729	TUBB8P11	False	False	0.0	0.0
1	231806381	231806496	RNU5A-5P	False	False	0.0	0.0
1	181740702	181740780	RNA5SP70	False	False	0.0	0.0
1	164524821	164868533	PBX1	True	False	0.850997180746	0.99527
1	219347186	219386207	LYPLAL1	True	False	52.5007831262	2.6427e-05
1	44435672	44439041	DPH2	True	False	59.3400856218	9.0918e-06
1	101455179	101491644	DPH5	True	True	17.8970450037	8.1083e-07
1	160287193	160287496	SUMO1P3	False	False	0.0	0.0
1	113454469	113499635	SLC16A1	True	True	33.8258327242	0.00073565
1	162126897	162126972	MIR4654	False	False	0.0	0.0
1	183430009	183440881	SMG7-AS1	False	True	0.0	0.0
1	46805849	46830824	NSUN4	True	False	43.0510598308	1.2267e-06
1	12939045	12946025	PRAMEF4	True	True	98.7939855905	1.0209e-11
1	13359819	13369057	PRAMEF5	True	False	96.5803487522	0.0
1	12998181	13117751	PRAMEF6	True	True	98.3763182625	2.6109e-11
1	12976450	12980569	PRAMEF7	True	False	98.2457972225	0.33075
1	12851546	12856777	PRAMEF1	True	False	98.5277226689	3.2165e-11
1	12916941	12921764	PRAMEF2	True	False	96.0426020675	4.7446e-10
1	13328196	13331692	PRAMEF3	True	True	96.961470189	0.28624
1	45285516	45308735	PTCH2	True	True	37.193275556	3.4086e-16
1	22314309	22314412	RNU6-1022P	False	False	0.0	0.0
1	160185505	160254920	DCAF8	True	True	23.7130625457	0.9996
1	13386646	13390765	PRAMEF8	True	True	97.457450141	0.0
1	13421176	13428191	PRAMEF9	True	False	96.5490237026	0.0
1	52645520	52646225	PDCL3P6	False	False	0.0	0.0
1	43913447	43914315	SZT2-AS1	False	True	0.0	0.0
1	208057594	208084747	CD34	True	True	1.5871358463	4.9881e-06
1	145592605	145611025	POLR3C	True	True	23.3789286833	5.0277e-12
1	46769303	46782448	UQCRH	True	False	17.0095019317	0.0020194
1	145289772	145370303	NBPF10	True	False	95.9434060771	4.1008e-85
1	186412698	186430254	PDC	True	True	38.7020987783	0.00010134
1	181382238	181777219	CACNA1E	True	False	13.6263965751	1
1	54231133	54304533	NDC1	True	True	19.2388012948	0.99932
1	118148556	118170994	FAM46C	True	False	0.0	0.94762
1	35331037	35395186	DLGAP3	True	True	23.9010128433	0.99998
1	92414928	92479983	BRDT	True	False	45.8859768195	5.7616e-09
1	85464830	85598821	WDR63	True	False	0.0	2.9016e-13
1	201008642	201081694	CACNA1S	True	True	25.8744909679	6.2588e-12
1	24117460	24122029	LYPLA2	True	False	30.2756604365	0.94955
1	241815580	241965435	WDR64	True	False	49.5979951968	4.9565e-32
1	43637820	43720029	WDR65	True	False	0.0	1.0541e-12
1	178511887	178518024	C1orf220	True	False	99.6188785632	0.23559
1	1853396	1935276	C1orf222	True	True	0.0	0.010996
1	39957318	39991607	BMP8A	True	False	55.1059830845	1.9786e-06
1	40222854	40254533	BMP8B	True	True	64.8219693015	0.0001897
1	162336698	162356600	C1orf226	True	False	67.5368069333	0.939
1	24128375	24165110	HMGCL	True	True	43.4739480004	2.5638e-06
1	45140364	45191263	C1orf228	True	False	0.0	1.6479e-05
1	107599267	107601916	PRMT6	True	False	33.0688106923	0.0062596
1	11866207	11903201	CLCN6	True	False	33.7214158922	6.1077e-08
1	227916240	227968927	SNAP47	True	False	82.0716299467	2.0687e-05
1	7844380	7905237	PER3	True	False	84.5515297066	1.3661e-17
1	156211753	156213112	BGLAP	True	False	13.7725801399	4.6155e-08
1	171361368	171361929	GM2AP2	False	False	0.0	0.0
1	231376953	231413719	GNPAT	True	False	57.8834708155	0.30403
1	226633638	226633993	RN7SKP165	False	False	0.0	0.0
1	155365801	155366769	ASH1L-IT1	False	True	0.0	0.0
1	32665987	32670988	CCDC28B	True	False	53.847760259	3.2253e-09
1	235333435	235334206	ARID4B-IT1	False	True	0.0	0.0
